instance,obj,initial,bestroot,imp,mean,time
data/instances/valid_4950_2975/instance_1.lp,875.596225688322,841.4645589802104,841.4645589802104,34.13166670811154,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_2.lp,872.3548458505437,834.6415478166341,834.6415478166341,37.71329803390961,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_3.lp,869.8146567950428,830.2276724854629,830.2276724854629,39.58698430957986,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_4.lp,886.6747245218053,860.2139799787275,860.2139799787275,26.460744543077794,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_5.lp,887.8812725368181,852.4862658469981,852.4862658469981,35.39500668981998,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_6.lp,894.0014096874812,860.9524969939146,860.9524969939146,33.04891269356665,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_7.lp,888.764522831694,853.2563643724495,853.2563643724495,35.50815845924444,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_8.lp,886.2423334357983,840.1668662424286,840.1668662424286,46.07546719336972,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_9.lp,856.6086060135085,813.7435267624217,813.7435267624217,42.865079251086854,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_10.lp,877.873701546324,838.1068509575747,838.1068509575747,39.76685058874932,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_11.lp,870.6913731186729,830.0031261864114,830.0031261864114,40.68824693226156,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_12.lp,874.5621416197313,829.3771039262076,829.3771039262076,45.18503769352367,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_13.lp,891.6792163413891,850.1941757144688,850.1941757144688,41.485040626920295,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_14.lp,891.0622491648526,832.4613297217159,832.4613297217159,58.60091944313672,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_15.lp,875.5017598597141,840.4306105384958,840.4306105384958,35.071149321218286,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_16.lp,873.3011359147977,831.5337893538474,831.5337893538474,41.76734656095027,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_17.lp,879.3431673337069,849.6280447586246,849.6280447586246,29.71512257508232,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_18.lp,866.5777360027963,819.7917354033275,819.7917354033275,46.78600059946882,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_19.lp,875.412847462352,839.5351192714475,839.5351192714475,35.87772819090458,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_20.lp,874.3808720306906,824.6841693652058,824.6841693652058,49.69670266548485,878.4162398878021,655.4516606330872
data/instances/valid_4950_2975/instance_1.lp,880.2186129669931,841.4645589802104,841.4645589802104,38.75405398678265,881.8628861264322,664.6674537658691
data/instances/valid_4950_2975/instance_2.lp,878.1837287856584,834.6415478166341,834.6415478166341,43.54218096902434,881.8628861264322,664.6674537658691
data/instances/valid_4950_2975/instance_3.lp,872.6359773487948,830.2276724854629,830.2276724854629,42.408304863331864,881.8628861264322,664.6674537658691
