instance,obj,initial,bestroot,imp,mean,time
data/instances/valid_4950_2975/instance_1.lp,865.5610046492443,841.4645589802104,841.4645589802104,24.09644566903387,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_2.lp,863.9680016272849,834.6415478166341,834.6415478166341,29.326453810650833,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_3.lp,860.8084301030789,830.2276724854629,830.2276724854629,30.580757617615973,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_4.lp,883.8751861354519,860.2139799787275,860.2139799787275,23.66120615672446,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_5.lp,879.1147272151824,852.4862658469981,852.4862658469981,26.628461368184276,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_6.lp,879.0275000564583,860.9524969939146,860.9524969939146,18.075003062543715,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_7.lp,875.7882381970733,853.2563643724495,853.2563643724495,22.531873824623744,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_8.lp,866.8330363723447,840.1668662424286,840.1668662424286,26.666170129916168,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_9.lp,835.5096258971299,813.7435267624217,813.7435267624217,21.76609913470827,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_10.lp,864.973425301605,838.1068509575747,838.1068509575747,26.866574344030255,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_11.lp,860.3046607748458,830.0031261864114,830.0031261864114,30.301534588434492,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_12.lp,856.7520249333617,829.3771039262076,829.3771039262076,27.374921007154057,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_13.lp,871.9894037679528,850.1941757144688,850.1941757144688,21.79522805348404,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_14.lp,875.2028086802655,832.4613297217159,832.4613297217159,42.74147895854969,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_15.lp,870.0577886287994,840.4306105384958,840.4306105384958,29.627178090303573,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_16.lp,863.044073233605,831.5337893538474,831.5337893538474,31.510283879757594,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_17.lp,868.0509395053656,849.6280447586246,849.6280447586246,18.422894746741008,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_18.lp,842.8160048603614,819.7917354033275,819.7917354033275,23.024269457033938,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_19.lp,868.8390362317115,839.5351192714475,839.5351192714475,29.30391696026402,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_20.lp,861.9265170565214,824.6841693652058,824.6841693652058,37.24234769131567,865.7221216613823,652.1217005252838
data/instances/valid_4950_2975/instance_1.lp,865.063358968616,841.4645589802104,841.4645589802104,23.598799988405517,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_2.lp,857.209806345837,834.6415478166341,834.6415478166341,22.56825852920292,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_3.lp,861.8643297241061,830.2276724854629,830.2276724854629,31.636657238643238,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_4.lp,877.914231906347,860.2139799787275,860.2139799787275,17.700251927619547,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_5.lp,877.3770288613905,852.4862658469981,852.4862658469981,24.890763014392405,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_6.lp,881.4774759839845,860.9524969939146,860.9524969939146,20.52497899006994,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_7.lp,876.3460820505834,853.2563643724495,853.2563643724495,23.089717678133866,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_8.lp,866.0501750890118,840.1668662424286,840.1668662424286,25.88330884658319,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_9.lp,845.8743972946991,813.7435267624217,813.7435267624217,32.13087053227741,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_10.lp,865.4466035923226,838.1068509575747,838.1068509575747,27.339752634747924,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_11.lp,860.2448640972559,830.0031261864114,830.0031261864114,30.241737910844563,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_12.lp,858.4838468645886,829.3771039262076,829.3771039262076,29.10674293838099,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_13.lp,872.3527759997602,850.1941757144688,850.1941757144688,22.158600285291413,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_14.lp,868.6155339000435,832.4613297217159,832.4613297217159,36.15420417832763,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_15.lp,863.7242594316302,840.4306105384958,840.4306105384958,23.293648893134446,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_16.lp,860.4839628243601,831.5337893538474,831.5337893538474,28.95017347051271,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_17.lp,864.8632582062232,849.6280447586246,849.6280447586246,15.235213447598653,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_18.lp,846.4930598712247,819.7917354033275,819.7917354033275,26.701324467897166,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_19.lp,865.6450004692055,839.5351192714475,839.5351192714475,26.109881197758,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_20.lp,861.4576908469162,824.6841693652058,824.6841693652058,36.77352148171042,864.8493871164055,649.3285970687866
data/instances/valid_4950_2975/instance_1.lp,870.0095375477879,841.4645589802104,841.4645589802104,28.54497856757746,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_2.lp,864.7598263330715,834.6415478166341,834.6415478166341,30.118278516437385,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_3.lp,860.2912174280626,830.2276724854629,830.2276724854629,30.06354494259972,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_4.lp,881.6777860139597,860.2139799787275,860.2139799787275,21.46380603523221,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_5.lp,879.6533538668908,852.4862658469981,852.4862658469981,27.16708801989273,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_6.lp,878.1888534355114,860.9524969939146,860.9524969939146,17.236356441596854,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_7.lp,874.845802069891,853.2563643724495,853.2563643724495,21.58943769744144,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_8.lp,864.50478235952,840.1668662424286,840.1668662424286,24.33791611709148,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_9.lp,845.9206072741829,813.7435267624217,813.7435267624217,32.17708051176123,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_10.lp,868.6020365404936,838.1068509575747,838.1068509575747,30.495185582918907,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_11.lp,856.7645289602518,830.0031261864114,830.0031261864114,26.761402773840473,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_12.lp,858.7076461011616,829.3771039262076,829.3771039262076,29.330542174953962,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_13.lp,873.1131021476007,850.1941757144688,850.1941757144688,22.9189264331319,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_14.lp,864.4066796587673,832.4613297217159,832.4613297217159,31.945349937051446,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_15.lp,873.6125770158068,840.4306105384958,840.4306105384958,33.18196647731099,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_16.lp,861.3058982370741,831.5337893538474,831.5337893538474,29.77210888322668,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_17.lp,864.1032285696344,849.6280447586246,849.6280447586246,14.475183811009856,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_18.lp,845.0118833410808,819.7917354033275,819.7917354033275,25.220147937753268,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_19.lp,862.7052321558646,839.5351192714475,839.5351192714475,23.170112884417108,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_20.lp,863.2706572796344,824.6841693652058,824.6841693652058,38.58648791442863,865.5727618168124,658.2556524276733
data/instances/valid_4950_2975/instance_1.lp,869.5878529886309,841.4645589802104,841.4645589802104,28.12329400842043,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_2.lp,856.1970593535397,834.6415478166341,834.6415478166341,21.555511536905556,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_3.lp,861.0632053155214,830.2276724854629,830.2276724854629,30.83553283005847,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_4.lp,880.8875696652121,860.2139799787275,860.2139799787275,20.67358968648466,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_5.lp,880.92472615034,852.4862658469981,852.4862658469981,28.438460303341913,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_6.lp,879.0013721988618,860.9524969939146,860.9524969939146,18.048875204947194,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_7.lp,872.6701111396569,853.2563643724495,853.2563643724495,19.413746767207385,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_8.lp,868.4851184964735,840.1668662424286,840.1668662424286,28.318252254044978,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_9.lp,842.7776242709418,813.7435267624217,813.7435267624217,29.034097508520176,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_10.lp,865.3205745482039,838.1068509575747,838.1068509575747,27.21372359062923,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_11.lp,862.8350170753016,830.0031261864114,830.0031261864114,32.83189088889026,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_12.lp,858.5006155336248,829.3771039262076,829.3771039262076,29.123511607417186,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_13.lp,873.2707222046278,850.1941757144688,850.1941757144688,23.07654649015899,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_14.lp,868.762860025879,832.4613297217159,832.4613297217159,36.30153030416318,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_15.lp,871.5944881925741,840.4306105384958,840.4306105384958,31.163877654078306,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_16.lp,860.1316919652504,831.5337893538474,831.5337893538474,28.597902611403015,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_17.lp,873.5100871154331,849.6280447586246,849.6280447586246,23.882042356808483,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_18.lp,847.728478869842,819.7917354033275,819.7917354033275,27.936743466514486,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_19.lp,865.6453848601151,839.5351192714475,839.5351192714475,26.11026558866763,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_20.lp,859.5636954536187,824.6841693652058,824.6841693652058,34.879526088412945,865.9229127711824,652.5287096500397
data/instances/valid_4950_2975/instance_1.lp,870.3498063672021,841.4645589802104,841.4645589802104,28.885247386991637,868.9417432468357,654.1473865509033
data/instances/valid_4950_2975/instance_2.lp,865.4296031130565,834.6415478166341,834.6415478166341,30.788055296422385,868.9417432468357,654.1473865509033
data/instances/valid_4950_2975/instance_3.lp,863.4960607184685,830.2276724854629,830.2276724854629,33.26838823300557,868.9417432468357,654.1473865509033
