instance,obj,initial,bestroot,imp,mean
data/instances/setcover/validation5000/instance_1.lp,644.0,2828.0000000000014,2828.0000000000014,2184.0000000000014,563.9
data/instances/setcover/validation5000/instance_2.lp,588.0,2785.9999999999995,2785.9999999999995,2197.9999999999995,563.9
data/instances/setcover/validation5000/instance_3.lp,610.0,2792.0,2792.0,2182.0,563.9
data/instances/setcover/validation5000/instance_4.lp,628.0,2437.0000000000005,2437.0000000000005,1809.0000000000005,563.9
data/instances/setcover/validation5000/instance_5.lp,516.0,2244.0,2244.0,1728.0,563.9
data/instances/setcover/validation5000/instance_6.lp,571.0,2468.0000000000014,2468.0000000000014,1897.0000000000014,563.9
data/instances/setcover/validation5000/instance_7.lp,536.0,2617.999999999999,2617.999999999999,2081.999999999999,563.9
data/instances/setcover/validation5000/instance_8.lp,526.0,2267.0000000000005,2267.0000000000005,1741.0000000000005,563.9
data/instances/setcover/validation5000/instance_9.lp,498.0,1985.9999999999989,1985.9999999999989,1487.9999999999989,563.9
data/instances/setcover/validation5000/instance_10.lp,522.0,2148.0000000000005,2148.0000000000005,1626.0000000000005,563.9
data/instances/setcover/validation5000/instance_1.lp,625.0,2828.0000000000014,2828.0000000000014,2203.0000000000014,559.4
data/instances/setcover/validation5000/instance_2.lp,596.0,2785.9999999999995,2785.9999999999995,2189.9999999999995,559.4
data/instances/setcover/validation5000/instance_3.lp,596.0,2792.0,2792.0,2196.0,559.4
data/instances/setcover/validation5000/instance_4.lp,614.0,2437.0000000000005,2437.0000000000005,1823.0000000000005,559.4
data/instances/setcover/validation5000/instance_5.lp,534.0,2244.0,2244.0,1710.0,559.4
data/instances/setcover/validation5000/instance_6.lp,560.0,2468.0000000000014,2468.0000000000014,1908.0000000000014,559.4
data/instances/setcover/validation5000/instance_7.lp,536.0,2617.999999999999,2617.999999999999,2081.999999999999,559.4
data/instances/setcover/validation5000/instance_8.lp,542.9999999999999,2267.0000000000005,2267.0000000000005,1724.0000000000005,559.4
data/instances/setcover/validation5000/instance_9.lp,474.0,1985.9999999999989,1985.9999999999989,1511.9999999999989,559.4
data/instances/setcover/validation5000/instance_10.lp,516.0,2148.0000000000005,2148.0000000000005,1632.0000000000005,559.4
data/instances/setcover/validation5000/instance_1.lp,656.0,2828.0000000000014,2828.0000000000014,2172.0000000000014,559.7
data/instances/setcover/validation5000/instance_2.lp,582.0,2785.9999999999995,2785.9999999999995,2203.9999999999995,559.7
data/instances/setcover/validation5000/instance_3.lp,589.0,2792.0,2792.0,2203.0,559.7
data/instances/setcover/validation5000/instance_4.lp,604.0,2437.0000000000005,2437.0000000000005,1833.0000000000005,559.7
data/instances/setcover/validation5000/instance_5.lp,520.0,2244.0,2244.0,1724.0,559.7
data/instances/setcover/validation5000/instance_6.lp,553.0,2468.0000000000014,2468.0000000000014,1915.0000000000014,559.7
data/instances/setcover/validation5000/instance_7.lp,560.0,2617.999999999999,2617.999999999999,2057.999999999999,559.7
data/instances/setcover/validation5000/instance_8.lp,535.0,2267.0000000000005,2267.0000000000005,1732.0000000000005,559.7
data/instances/setcover/validation5000/instance_9.lp,473.0,1985.9999999999989,1985.9999999999989,1512.9999999999989,559.7
data/instances/setcover/validation5000/instance_10.lp,525.0,2148.0000000000005,2148.0000000000005,1623.0000000000005,559.7
data/instances/setcover/validation5000/instance_1.lp,635.0,2828.0000000000014,2828.0000000000014,2193.0000000000014,567.3
data/instances/setcover/validation5000/instance_2.lp,592.9999999999999,2785.9999999999995,2785.9999999999995,2192.9999999999995,567.3
data/instances/setcover/validation5000/instance_3.lp,609.0,2792.0,2792.0,2183.0,567.3
data/instances/setcover/validation5000/instance_4.lp,651.0,2437.0000000000005,2437.0000000000005,1786.0000000000005,567.3
data/instances/setcover/validation5000/instance_5.lp,528.0,2244.0,2244.0,1716.0,567.3
data/instances/setcover/validation5000/instance_6.lp,548.0,2468.0000000000014,2468.0000000000014,1920.0000000000014,567.3
data/instances/setcover/validation5000/instance_7.lp,541.0,2617.999999999999,2617.999999999999,2076.999999999999,567.3
data/instances/setcover/validation5000/instance_8.lp,528.0,2267.0000000000005,2267.0000000000005,1739.0000000000005,567.3
data/instances/setcover/validation5000/instance_9.lp,486.0,1985.9999999999989,1985.9999999999989,1499.9999999999989,567.3
data/instances/setcover/validation5000/instance_10.lp,554.0,2148.0000000000005,2148.0000000000005,1594.0000000000005,567.3
