instance,obj,initial,bestroot,imp,mean
data/instances/setcover/validation5000/instance_1.lp,644.0,2828.0000000000014,2828.0000000000014,2184.0000000000014,556.9
data/instances/setcover/validation5000/instance_2.lp,576.0,2785.9999999999995,2785.9999999999995,2209.9999999999995,556.9
data/instances/setcover/validation5000/instance_3.lp,591.0,2792.0,2792.0,2201.0,556.9
data/instances/setcover/validation5000/instance_4.lp,599.0,2437.0000000000005,2437.0000000000005,1838.0000000000005,556.9
data/instances/setcover/validation5000/instance_5.lp,521.0,2244.0,2244.0,1723.0,556.9
data/instances/setcover/validation5000/instance_6.lp,558.9999999999997,2468.0000000000014,2468.0000000000014,1909.0000000000018,556.9
data/instances/setcover/validation5000/instance_7.lp,531.0,2617.999999999999,2617.999999999999,2086.999999999999,556.9
data/instances/setcover/validation5000/instance_8.lp,531.0,2267.0000000000005,2267.0000000000005,1736.0000000000005,556.9
data/instances/setcover/validation5000/instance_9.lp,495.0,1985.9999999999989,1985.9999999999989,1490.9999999999989,556.9
data/instances/setcover/validation5000/instance_10.lp,522.0,2148.0000000000005,2148.0000000000005,1626.0000000000005,556.9
data/instances/setcover/validation5000/instance_1.lp,665.9999999999993,2828.0000000000014,2828.0000000000014,2162.000000000002,558.0999999999999
data/instances/setcover/validation5000/instance_2.lp,579.0,2785.9999999999995,2785.9999999999995,2206.9999999999995,558.0999999999999
data/instances/setcover/validation5000/instance_3.lp,594.9999999999998,2792.0,2792.0,2197.0,558.0999999999999
data/instances/setcover/validation5000/instance_4.lp,592.0,2437.0000000000005,2437.0000000000005,1845.0000000000005,558.0999999999999
data/instances/setcover/validation5000/instance_5.lp,515.0,2244.0,2244.0,1729.0,558.0999999999999
data/instances/setcover/validation5000/instance_6.lp,554.0,2468.0000000000014,2468.0000000000014,1914.0000000000014,558.0999999999999
data/instances/setcover/validation5000/instance_7.lp,527.0,2617.999999999999,2617.999999999999,2090.999999999999,558.0999999999999
data/instances/setcover/validation5000/instance_8.lp,526.0,2267.0000000000005,2267.0000000000005,1741.0000000000005,558.0999999999999
data/instances/setcover/validation5000/instance_9.lp,493.0,1985.9999999999989,1985.9999999999989,1492.9999999999989,558.0999999999999
data/instances/setcover/validation5000/instance_10.lp,534.0,2148.0000000000005,2148.0000000000005,1614.0000000000005,558.0999999999999
data/instances/setcover/validation5000/instance_1.lp,639.0,2828.0000000000014,2828.0000000000014,2189.0000000000014,553.8
data/instances/setcover/validation5000/instance_2.lp,580.0,2785.9999999999995,2785.9999999999995,2205.9999999999995,553.8
data/instances/setcover/validation5000/instance_3.lp,593.0,2792.0,2792.0,2199.0,553.8
data/instances/setcover/validation5000/instance_4.lp,599.0,2437.0000000000005,2437.0000000000005,1838.0000000000005,553.8
data/instances/setcover/validation5000/instance_5.lp,516.0,2244.0,2244.0,1728.0,553.8
data/instances/setcover/validation5000/instance_6.lp,547.0,2468.0000000000014,2468.0000000000014,1921.0000000000014,553.8
data/instances/setcover/validation5000/instance_7.lp,540.0,2617.999999999999,2617.999999999999,2077.999999999999,553.8
data/instances/setcover/validation5000/instance_8.lp,526.0,2267.0000000000005,2267.0000000000005,1741.0000000000005,553.8
data/instances/setcover/validation5000/instance_9.lp,472.99999999999994,1985.9999999999989,1985.9999999999989,1512.9999999999989,553.8
data/instances/setcover/validation5000/instance_10.lp,525.0,2148.0000000000005,2148.0000000000005,1623.0000000000005,553.8
data/instances/setcover/validation5000/instance_1.lp,637.0,2828.0000000000014,2828.0000000000014,2191.0000000000014,554.1
data/instances/setcover/validation5000/instance_2.lp,582.0,2785.9999999999995,2785.9999999999995,2203.9999999999995,554.1
data/instances/setcover/validation5000/instance_3.lp,583.0,2792.0,2792.0,2209.0,554.1
data/instances/setcover/validation5000/instance_4.lp,632.0,2437.0000000000005,2437.0000000000005,1805.0000000000005,554.1
data/instances/setcover/validation5000/instance_5.lp,513.0,2244.0,2244.0,1731.0,554.1
data/instances/setcover/validation5000/instance_6.lp,543.0,2468.0000000000014,2468.0000000000014,1925.0000000000014,554.1
data/instances/setcover/validation5000/instance_7.lp,529.0,2617.999999999999,2617.999999999999,2088.999999999999,554.1
data/instances/setcover/validation5000/instance_8.lp,523.0,2267.0000000000005,2267.0000000000005,1744.0000000000005,554.1
data/instances/setcover/validation5000/instance_9.lp,480.0,1985.9999999999989,1985.9999999999989,1505.9999999999989,554.1
data/instances/setcover/validation5000/instance_10.lp,518.9999999999997,2148.0000000000005,2148.0000000000005,1629.000000000001,554.1
