instance,obj,initial,bestroot,imp,mean
data/instances/setcover/validation5000/instance_1.lp,636.0,2828.0000000000014,2828.0000000000014,2192.0000000000014,554.2999999999998
data/instances/setcover/validation5000/instance_2.lp,602.0,2785.9999999999995,2785.9999999999995,2183.9999999999995,554.2999999999998
data/instances/setcover/validation5000/instance_3.lp,581.9999999999993,2792.0,2792.0,2210.000000000001,554.2999999999998
data/instances/setcover/validation5000/instance_4.lp,592.0,2437.0000000000005,2437.0000000000005,1845.0000000000005,554.2999999999998
data/instances/setcover/validation5000/instance_5.lp,522.0,2244.0,2244.0,1722.0,554.2999999999998
data/instances/setcover/validation5000/instance_6.lp,548.0,2468.0000000000014,2468.0000000000014,1920.0000000000014,554.2999999999998
data/instances/setcover/validation5000/instance_7.lp,532.0,2617.999999999999,2617.999999999999,2085.999999999999,554.2999999999998
data/instances/setcover/validation5000/instance_8.lp,520.9999999999993,2267.0000000000005,2267.0000000000005,1746.0000000000011,554.2999999999998
data/instances/setcover/validation5000/instance_9.lp,481.0,1985.9999999999989,1985.9999999999989,1504.9999999999989,554.2999999999998
data/instances/setcover/validation5000/instance_10.lp,527.0,2148.0000000000005,2148.0000000000005,1621.0000000000005,554.2999999999998
data/instances/setcover/validation5000/instance_1.lp,649.0,2828.0000000000014,2828.0000000000014,2179.0000000000014,550.8999999999999
data/instances/setcover/validation5000/instance_2.lp,579.9999999999993,2785.9999999999995,2785.9999999999995,2206.0,550.8999999999999
data/instances/setcover/validation5000/instance_3.lp,581.9999999999993,2792.0,2792.0,2210.000000000001,550.8999999999999
data/instances/setcover/validation5000/instance_4.lp,596.0,2437.0000000000005,2437.0000000000005,1841.0000000000005,550.8999999999999
data/instances/setcover/validation5000/instance_5.lp,519.9999999999998,2244.0,2244.0,1724.0000000000002,550.8999999999999
data/instances/setcover/validation5000/instance_6.lp,537.0,2468.0000000000014,2468.0000000000014,1931.0000000000014,550.8999999999999
data/instances/setcover/validation5000/instance_7.lp,533.0,2617.999999999999,2617.999999999999,2084.999999999999,550.8999999999999
data/instances/setcover/validation5000/instance_8.lp,529.0,2267.0000000000005,2267.0000000000005,1738.0000000000005,550.8999999999999
data/instances/setcover/validation5000/instance_9.lp,466.9999999999999,1985.9999999999989,1985.9999999999989,1518.999999999999,550.8999999999999
data/instances/setcover/validation5000/instance_10.lp,516.0,2148.0000000000005,2148.0000000000005,1632.0000000000005,550.8999999999999
data/instances/setcover/validation5000/instance_1.lp,644.9999999999993,2828.0000000000014,2828.0000000000014,2183.000000000002,552.3999999999999
data/instances/setcover/validation5000/instance_2.lp,587.0,2785.9999999999995,2785.9999999999995,2198.9999999999995,552.3999999999999
data/instances/setcover/validation5000/instance_3.lp,575.0,2792.0,2792.0,2217.0,552.3999999999999
data/instances/setcover/validation5000/instance_4.lp,592.0,2437.0000000000005,2437.0000000000005,1845.0000000000005,552.3999999999999
data/instances/setcover/validation5000/instance_5.lp,525.0,2244.0,2244.0,1719.0,552.3999999999999
data/instances/setcover/validation5000/instance_6.lp,547.0,2468.0000000000014,2468.0000000000014,1921.0000000000014,552.3999999999999
data/instances/setcover/validation5000/instance_7.lp,532.0,2617.999999999999,2617.999999999999,2085.999999999999,552.3999999999999
data/instances/setcover/validation5000/instance_8.lp,526.0,2267.0000000000005,2267.0000000000005,1741.0000000000005,552.3999999999999
data/instances/setcover/validation5000/instance_9.lp,476.0,1985.9999999999989,1985.9999999999989,1509.9999999999989,552.3999999999999
data/instances/setcover/validation5000/instance_10.lp,519.0,2148.0000000000005,2148.0000000000005,1629.0000000000005,552.3999999999999
data/instances/setcover/validation5000/instance_1.lp,630.9999999999993,2828.0000000000014,2828.0000000000014,2197.000000000002,551.3999999999999
data/instances/setcover/validation5000/instance_2.lp,581.0,2785.9999999999995,2785.9999999999995,2204.9999999999995,551.3999999999999
data/instances/setcover/validation5000/instance_3.lp,579.0,2792.0,2792.0,2213.0,551.3999999999999
data/instances/setcover/validation5000/instance_4.lp,598.0,2437.0000000000005,2437.0000000000005,1839.0000000000005,551.3999999999999
data/instances/setcover/validation5000/instance_5.lp,530.0,2244.0,2244.0,1714.0,551.3999999999999
data/instances/setcover/validation5000/instance_6.lp,547.0,2468.0000000000014,2468.0000000000014,1921.0000000000014,551.3999999999999
data/instances/setcover/validation5000/instance_7.lp,525.0,2617.999999999999,2617.999999999999,2092.999999999999,551.3999999999999
data/instances/setcover/validation5000/instance_8.lp,533.0,2267.0000000000005,2267.0000000000005,1734.0000000000005,551.3999999999999
data/instances/setcover/validation5000/instance_9.lp,468.0,1985.9999999999989,1985.9999999999989,1517.9999999999989,551.3999999999999
data/instances/setcover/validation5000/instance_10.lp,522.0,2148.0000000000005,2148.0000000000005,1626.0000000000005,551.3999999999999
