instance,obj,initial,bestroot,imp,mean
data/instances/setcover/validation5000/instance_1.lp,658.0,2828.0000000000014,2828.0000000000014,2170.0000000000014,565.9
data/instances/setcover/validation5000/instance_2.lp,580.0,2785.9999999999995,2785.9999999999995,2205.9999999999995,565.9
data/instances/setcover/validation5000/instance_3.lp,611.0,2792.0,2792.0,2181.0,565.9
data/instances/setcover/validation5000/instance_4.lp,623.0,2437.0000000000005,2437.0000000000005,1814.0000000000005,565.9
data/instances/setcover/validation5000/instance_5.lp,522.0,2244.0,2244.0,1722.0,565.9
data/instances/setcover/validation5000/instance_6.lp,561.0,2468.0000000000014,2468.0000000000014,1907.0000000000014,565.9
data/instances/setcover/validation5000/instance_7.lp,548.0,2617.999999999999,2617.999999999999,2069.999999999999,565.9
data/instances/setcover/validation5000/instance_8.lp,528.9999999999998,2267.0000000000005,2267.0000000000005,1738.0000000000007,565.9
data/instances/setcover/validation5000/instance_9.lp,494.0,1985.9999999999989,1985.9999999999989,1491.9999999999989,565.9
data/instances/setcover/validation5000/instance_10.lp,533.0,2148.0000000000005,2148.0000000000005,1615.0000000000005,565.9
data/instances/setcover/validation5000/instance_1.lp,647.0,2828.0000000000014,2828.0000000000014,2181.0000000000014,557.5999999999999
data/instances/setcover/validation5000/instance_2.lp,583.0,2785.9999999999995,2785.9999999999995,2202.9999999999995,557.5999999999999
data/instances/setcover/validation5000/instance_3.lp,577.9999999999993,2792.0,2792.0,2214.000000000001,557.5999999999999
data/instances/setcover/validation5000/instance_4.lp,607.0,2437.0000000000005,2437.0000000000005,1830.0000000000005,557.5999999999999
data/instances/setcover/validation5000/instance_5.lp,520.0,2244.0,2244.0,1724.0,557.5999999999999
data/instances/setcover/validation5000/instance_6.lp,554.0,2468.0000000000014,2468.0000000000014,1914.0000000000014,557.5999999999999
data/instances/setcover/validation5000/instance_7.lp,525.0,2617.999999999999,2617.999999999999,2092.999999999999,557.5999999999999
data/instances/setcover/validation5000/instance_8.lp,544.0,2267.0000000000005,2267.0000000000005,1723.0000000000005,557.5999999999999
data/instances/setcover/validation5000/instance_9.lp,478.99999999999983,1985.9999999999989,1985.9999999999989,1506.999999999999,557.5999999999999
data/instances/setcover/validation5000/instance_10.lp,539.0,2148.0000000000005,2148.0000000000005,1609.0000000000005,557.5999999999999
data/instances/setcover/validation5000/instance_1.lp,646.0,2828.0000000000014,2828.0000000000014,2182.0000000000014,563.0
data/instances/setcover/validation5000/instance_2.lp,596.0,2785.9999999999995,2785.9999999999995,2189.9999999999995,563.0
data/instances/setcover/validation5000/instance_3.lp,629.0,2792.0,2792.0,2163.0,563.0
data/instances/setcover/validation5000/instance_4.lp,605.0,2437.0000000000005,2437.0000000000005,1832.0000000000005,563.0
data/instances/setcover/validation5000/instance_5.lp,523.0,2244.0,2244.0,1721.0,563.0
data/instances/setcover/validation5000/instance_6.lp,550.0,2468.0000000000014,2468.0000000000014,1918.0000000000014,563.0
data/instances/setcover/validation5000/instance_7.lp,536.0,2617.999999999999,2617.999999999999,2081.999999999999,563.0
data/instances/setcover/validation5000/instance_8.lp,538.0,2267.0000000000005,2267.0000000000005,1729.0000000000005,563.0
data/instances/setcover/validation5000/instance_9.lp,475.0,1985.9999999999989,1985.9999999999989,1510.9999999999989,563.0
data/instances/setcover/validation5000/instance_10.lp,532.0,2148.0000000000005,2148.0000000000005,1616.0000000000005,563.0
data/instances/setcover/validation5000/instance_1.lp,632.0,2828.0000000000014,2828.0000000000014,2196.0000000000014,556.0
data/instances/setcover/validation5000/instance_2.lp,582.0,2785.9999999999995,2785.9999999999995,2203.9999999999995,556.0
data/instances/setcover/validation5000/instance_3.lp,603.0,2792.0,2792.0,2189.0,556.0
data/instances/setcover/validation5000/instance_4.lp,608.0,2437.0000000000005,2437.0000000000005,1829.0000000000005,556.0
data/instances/setcover/validation5000/instance_5.lp,503.0,2244.0,2244.0,1741.0,556.0
data/instances/setcover/validation5000/instance_6.lp,550.0,2468.0000000000014,2468.0000000000014,1918.0000000000014,556.0
data/instances/setcover/validation5000/instance_7.lp,558.0,2617.999999999999,2617.999999999999,2059.999999999999,556.0
data/instances/setcover/validation5000/instance_8.lp,526.0,2267.0000000000005,2267.0000000000005,1741.0000000000005,556.0
data/instances/setcover/validation5000/instance_9.lp,471.0,1985.9999999999989,1985.9999999999989,1514.9999999999989,556.0
data/instances/setcover/validation5000/instance_10.lp,527.0,2148.0000000000005,2148.0000000000005,1621.0000000000005,556.0
